Jour; Mois; Année; UTC ;T (C);P (hPa);HR (%);P.rosée (C);Visi (km);Vt. moy. (km/h)
1;5;18;03h00;6.9;1015.4;92;5.7;19;10.8
1;5;18;06h00;7.9;1015.9;96;7.3;13;7.2
1;5;18;09h00;11.6;1016.7;74;7.1;40;7.2
1;5;18;12h00;14.1;1016.3;57;5.7;55;18
1;5;18;15h00;15.6;1015.5;44;3.4;40;21.6
1;5;18;18h00;13.3;1015.7;48;2.5;30;18
1;5;18;21h00;7.4;1016.2;79;4;40;0
2;5;18;00h00;4.1;1015.4;93;3.1;2.1;0
2;5;18;03h00;2.9;1014.7;96;2.3;5;0
2;5;18;06h00;6.5;1014.4;92;5.3;25;7.2
2;5;18;09h00;13.3;1014.3;57;5;50;7.2
2;5;18;12h00;15.7;1014.1;43;3.1;40;21.6
2;5;18;15h00;14.7;1014.2;61;7.3;45;21.6
2;5;18;18h00;10.8;1014.6;92;9.6;19;10.8
2;5;18;21h00;10.9;1014.8;98;10.6;4.2;10.8
3;5;18;00h00;12.2;1014.8;99;12;10;7.2
3;5;18;03h00;11.1;1015;94;10.2;19;21.6
3;5;18;06h00;10.1;1016.4;97;9.6;4;18
3;5;18;09h00;10.7;1017.9;97;10.2;8;18
3;5;18;12h00;12.1;1018.5;91;10.7;19;18
3;5;18;15h00;14.2;1018.3;75;9.8;35;18
3;5;18;18h00;13.3;1019.1;73;8.6;40;18
3;5;18;21h00;10.6;1020.4;88;8.7;29;14.4
4;5;18;00h00;9.3;1020.7;91;7.9;22;10.8
4;5;18;03h00;7.5;1020.3;91;6.1;1;3.6
4;5;18;06h00;8.9;1020.6;85;6.5;20;3.6
4;5;18;09h00;15.4;1020.7;53;5.9;29;18
4;5;18;12h00;17.9;1019.5;44;5.5;35;18
4;5;18;15h00;19.3;1018.7;39;5;40;21.6
4;5;18;18h00;18.4;1018.6;55;9.2;30;21.6
4;5;18;21h00;12.3;1020.1;83;9.5;27;7.2
5;5;18;00h00;10.1;1020.1;91;8.7;19;7.2
5;5;18;03h00;9.9;1019;84;7.3;24;7.2
5;5;18;06h00;10.9;1019.1;79;7.4;26;7.2
5;5;18;09h00;17.2;1019.4;59;9.1;19;10.8
5;5;18;12h00;21.8;1018.3;48;10.3;30;18
5;5;18;15h00;24.1;1017.2;49;12.7;30;10.8
5;5;18;18h00;23.6;1017.1;50;12.6;45;10.8
5;5;18;21h00;15.3;1019;82;12.2;14;14.4
6;5;18;00h00;14.2;1019.2;91;12.8;7;7.2
6;5;18;03h00;12.4;1018.5;95;11.6;4.9;7.2
6;5;18;06h00;12.6;1019.5;98;12.3;2.7;14.4
6;5;18;09h00;17.8;1019.7;74;13.1;10;7.2
6;5;18;12h00;23.5;1018.3;56;14.2;24;7.2
6;5;18;15h00;25.2;1016.7;48;13.4;35;7.2
6;5;18;18h00;24.5;1016.1;51;13.7;35;10.8
6;5;18;21h00;18.8;1017.5;76;14.5;19;7.2
7;5;18;00h00;16.1;1017;87;13.9;2.6;3.6
7;5;18;03h00;14.5;1016.4;92;13.2;3.8;3.6
7;5;18;06h00;14.7;1016.6;94;13.7;4.1;0
7;5;18;09h00;24.4;1016.3;62;16.6;20;7.2
7;5;18;12h00;27.5;1015.2;48;15.5;26;14.4
7;5;18;15h00;28.3;1013.3;41;13.8;19;25.2
7;5;18;18h00;24.5;1012.7;47;12.4;35;18
7;5;18;21h00;17.2;1014.1;78;13.3;16;7.2
8;5;18;00h00;14.8;1013.7;90;13.2;3.4;7.2
8;5;18;03h00;14.4;1012.4;97;13.9;1.1;10.8
8;5;18;06h00;15;1012.8;98;14.7;1;18
8;5;18;09h00;17.6;1013.6;81;14.3;9;21.6
8;5;18;12h00;17.3;1013.8;81;14;7;21.6
8;5;18;15h00;19.3;1013.7;61;11.6;8;32.4
8;5;18;18h00;15.9;1013.7;72;10.9;17;25.2
8;5;18;21h00;14.1;1014.8;82;11.1;24;14.4
9;5;18;00h00;13.9;1014;94;12.9;17;18
9;5;18;03h00;14.2;1013.4;91;12.8;18;14.4
9;5;18;06h00;14.5;1013.5;92;13.2;10;14.4
9;5;18;09h00;16.4;1013.7;80;12.9;21;10.8
9;5;18;12h00;20;1012.8;51;9.5;35;25.2
9;5;18;15h00;19.9;1012.3;48;8.6;28;25.2
9;5;18;18h00;16;1013.6;62;8.7;28;21.6
9;5;18;21h00;12.1;1015.4;78;8.4;35;7.2
10;5;18;00h00;12;1015.9;79;8.5;35;7.2
10;5;18;03h00;12.2;1016.5;87;10.1;29;7.2
10;5;18;06h00;11.9;1017.9;85;9.5;21;7.2
10;5;18;09h00;15.1;1019.4;78;11.3;45;14.4
10;5;18;12h00;17.4;1019.9;48;6.3;27;14.4
10;5;18;15h00;19.1;1019.9;42;5.9;50;21.6
10;5;18;18h00;17;1020;53;7.3;28;14.4
10;5;18;21h00;11.1;1020.4;74;6.6;35;3.6
11;5;18;00h00;9.2;1019;85;6.8;17;3.6
11;5;18;03h00;6.9;1017.2;92;5.7;15;0
11;5;18;06h00;9.6;1016.1;88;7.7;19;10.8
11;5;18;09h00;18.6;1015.4;58;10.2;27;21.6
11;5;18;12h00;23.8;1014.7;40;9.4;40;10.8
11;5;18;15h00;22;1015.1;38;7;55;21.6
11;5;18;18h00;17.9;1015.3;59;9.8;40;14.4
11;5;18;21h00;14.7;1017;82;11.7;19;10.8
12;5;18;00h00;13.2;1016.4;89;11.4;8;3.6
12;5;18;03h00;12.9;1015.7;93;11.8;8;3.6
12;5;18;06h00;13.1;1014.7;96;12.5;8;3.6
12;5;18;09h00;13;1014.8;97;12.5;1.2;14.4
12;5;18;12h00;10.3;1017;95;9.5;13;18
12;5;18;15h00;11;1017.9;85;8.6;60;7.2
12;5;18;18h00;11.9;1017.9;79;8.4;40;18
12;5;18;21h00;9.5;1019.3;79;6;60;10.8
13;5;18;00h00;6.4;1019.1;92;5.2;55;3.6
13;5;18;03h00;4.9;1019.1;95;4.2;15;3.6
13;5;18;06h00;7.1;1019;93;6;35;7.2
13;5;18;09h00;13.1;1019.4;62;6;60;18
13;5;18;12h00;14.4;1019.1;51;4.4;40;28.8
13;5;18;15h00;14.9;1018.7;56;6.2;25;28.8
13;5;18;18h00;12.6;1019.4;64;6;35;18
13;5;18;21h00;9.6;1020.3;79;6.1;60;10.8
14;5;18;00h00;7.9;1019.8;88;6;50;10.8
14;5;18;03h00;6.8;1019.5;94;5.9;13;3.6
14;5;18;06h00;8.7;1019.9;93;7.6;30;10.8
14;5;18;09h00;11.9;1020.2;78;8.2;40;7.2
14;5;18;12h00;14.4;1020.8;60;6.7;45;21.6
14;5;18;15h00;14.9;1020.2;68;9;35;28.8
14;5;18;18h00;12.6;1021.1;84;10;19;18
14;5;18;21h00;11.7;1022.2;96;11.1;9;10.8
15;5;18;00h00;12;1021.6;97;11.5;13;10.8
15;5;18;03h00;12.2;1020.3;97;11.7;14;14.4
15;5;18;06h00;12.4;1020.6;88;10.5;30;14.4
15;5;18;09h00;16.4;1020.7;70;10.9;30;21.6
15;5;18;12h00;18.4;1020.5;62;11;19;28.8
15;5;18;15h00;18.2;1020.2;61;10.6;28;28.8
15;5;18;18h00;15.7;1020.2;70;10.2;26;25.2
15;5;18;21h00;12.9;1021.4;88;11;40;14.4
16;5;18;00h00;13.1;1021.2;91;11.7;35;14.4
16;5;18;03h00;13.2;1020.2;91;11.8;30;14.4
16;5;18;06h00;13.6;1020.2;88;11.6;20;14.4
16;5;18;09h00;16.1;1020.5;76;11.9;19;18
16;5;18;12h00;19;1020.2;64;12;24;18
16;5;18;15h00;20.3;1019.2;62;12.8;23;18
16;5;18;18h00;17.7;1019.1;70;12.2;16;14.4
16;5;18;21h00;13.4;1019.9;91;12;9;10.8
17;5;18;00h00;12.1;1019.5;96;11.5;4.9;7.2
17;5;18;03h00;11.3;1018.6;98;11;0.1;7.2
17;5;18;06h00;13.3;1018.8;97;12.8;5;3.6
17;5;18;09h00;15.1;1019.5;90;13.5;6;7.2
17;5;18;12h00;19.9;1019.2;66;13.4;13;3.6
17;5;18;15h00;19;1018.1;80;15.5;9;18
17;5;18;18h00;20;1017.1;73;15;17;7.2
17;5;18;21h00;17.1;1018.7;73;12.2;25;14.4
18;5;18;00h00;14.5;1019;84;11.8;13;10.8
18;5;18;03h00;12.6;1018.5;92;11.3;3.8;7.2
18;5;18;06h00;13.8;1019.1;86;11.5;6;7.2
18;5;18;09h00;19.7;1019.7;64;12.7;18;3.6
18;5;18;12h00;23.4;1018.9;48;11.8;26;10.8
18;5;18;15h00;24.2;1017.5;47;12.2;30;14.4
18;5;18;18h00;23.8;1017.3;42;10.1;35;18
18;5;18;21h00;18.7;1018.8;58;10.3;45;10.8
19;5;18;00h00;15.1;1018.6;71;9.9;40;10.8
19;5;18;03h00;12.6;1018;83;9.8;23;7.2
19;5;18;06h00;13.6;1018.8;78;9.8;22;7.2
19;5;18;09h00;19.4;1019.1;61;11.7;18;7.2
19;5;18;12h00;21.9;1018.6;47;10.1;19;10.8
19;5;18;15h00;23.4;1017.4;39;8.7;22;14.4
19;5;18;18h00;22.6;1016.8;35;6.4;45;14.4
19;5;18;21h00;16.8;1018;63;9.7;40;10.8
20;5;18;00h00;13.7;1018;72;8.7;18;3.6
20;5;18;03h00;12.4;1017;74;7.9;20;7.2
20;5;18;06h00;13.5;1017.4;72;8.5;19;7.2
20;5;18;09h00;19.9;1017.1;53;10;35;3.6
20;5;18;12h00;23.1;1015.9;46;10.8;40;7.2
20;5;18;15h00;25.1;1013.3;33;7.7;50;7.2
20;5;18;18h00;24.3;1012.4;37;8.7;40;14.4
20;5;18;21h00;17.9;1013.6;59;9.8;35;3.6
21;5;18;00h00;13.8;1012.5;77;9.8;23;0
21;5;18;03h00;12.7;1011.8;88;10.8;13;7.2
21;5;18;06h00;14.4;1011.9;84;11.7;13;7.2
21;5;18;09h00;21.5;1011.7;58;12.9;19;7.2
21;5;18;12h00;23.7;1011;56;14.4;30;7.2
21;5;18;15h00;21.1;1010;70;15.4;19;18
21;5;18;18h00;22.8;1010.6;43;9.6;60;10.8
21;5;18;21h00;18.4;1012.4;71;13;45;7.2
22;5;18;00h00;16.3;1012.6;78;12.5;50;7.2
22;5;18;03h00;14.4;1012.8;88;12.4;17;3.6
22;5;18;06h00;15.5;1013.8;87;13.3;15;3.6
22;5;18;09h00;21.2;1014.5;68;15.1;35;7.2
22;5;18;12h00;23.8;1014.4;54;13.9;30;14.4
22;5;18;15h00;20.4;1014.5;64;13.4;35;14.4
22;5;18;18h00;20.6;1015.3;61;12.8;35;14.4
22;5;18;21h00;16.9;1017;80;13.4;27;3.6
23;5;18;00h00;14.9;1016.8;93;13.8;3.5;7.2
23;5;18;03h00;13.5;1016.7;96;12.9;0.3;7.2
23;5;18;06h00;14.7;1017.5;97;14.2;2.9;3.6
23;5;18;09h00;20.9;1017.6;69;15;19;10.8
23;5;18;12h00;25.8;1016.8;43;12.3;30;3.6
23;5;18;15h00;23.2;1015.9;54;13.4;35;10.8
23;5;18;18h00;24.5;1015.7;45;11.8;17;10.8
23;5;18;21h00;18.3;1017.2;75;13.8;19;7.2
24;5;18;00h00;15.2;1016.6;88;13.2;0.2;3.6
24;5;18;03h00;14.3;1016;95;13.5;5;3.6
24;5;18;06h00;16.4;1016.3;88;14.4;5;3.6
24;5;18;09h00;18.8;1017.2;82;15.7;13;7.2
24;5;18;12h00;24.2;1016.1;56;14.9;28;10.8
24;5;18;15h00;25.6;1014.9;53;15.3;40;10.8
24;5;18;18h00;26;1014.4;51;15.1;40;7.2
24;5;18;21h00;20.5;1015.7;69;14.6;29;10.8
25;5;18;00h00;17.7;1015.5;77;13.6;22;3.6
25;5;18;03h00;17.5;1014.5;81;14.2;22;10.8
25;5;18;06h00;18.1;1014.9;83;15.2;15;3.6
25;5;18;09h00;16.8;1015.5;93;15.7;18;18
25;5;18;12h00;19.5;1014.3;83;16.5;35;14.4
25;5;18;15h00;21.6;1013.5;79;17.8;30;18
25;5;18;18h00;21.6;1012.9;79;17.8;25;10.8
25;5;18;21h00;19.8;1013;88;17.8;13;10.8
26;5;18;00h00;17.8;1012.4;90;16.1;17;14.4
26;5;18;03h00;17.4;1011.8;91;15.9;6;3.6
26;5;18;06h00;18;1012.1;92;16.7;7;3.6
26;5;18;09h00;23.3;1011.8;60;15.1;35;3.6
26;5;18;12h00;17.3;1014.2;85;14.8;15;28.8
26;5;18;15h00;19.5;1012.8;85;16.9;26;14.4
26;5;18;18h00;19.7;1013.1;80;16.2;55;7.2
26;5;18;21h00;17.9;1014.4;91;16.4;45;7.2
27;5;18;00h00;16.3;1014.6;97;15.8;19;7.2
27;5;18;03h00;15.3;1015;98;15;12;7.2
27;5;18;06h00;15.4;1015;99;15.2;0.2;3.6
27;5;18;09h00;18.8;1015.7;85;16.2;23;3.6
27;5;18;12h00;21.7;1015.8;72;16.4;27;10.8
27;5;18;15h00;23.3;1014.8;65;16.3;30;14.4
27;5;18;18h00;21.6;1014.2;70;15.9;26;22.224
27;5;18;21h00;17;1016;86;14.6;35;12.964
28;5;18;00h00;16.4;1015.6;88;14.4;18;14.816
28;5;18;03h00;15.6;1015;96;15;9;10.8
28;5;18;06h00;15.6;1015.3;95;14.8;8;7.2
28;5;18;09h00;17.8;1015.1;87;15.6;19;3.6
28;5;18;12h00;19;1015;79;15.3;30;3.6
28;5;18;15h00;20.6;1014;76;16.2;19;10.8
28;5;18;18h00;20.2;1013.6;79;16.4;30;10.8
28;5;18;21h00;16.8;1015;94;15.8;7;7.2
29;5;18;00h00;16.2;1014.4;97;15.7;3.8;3.6
29;5;18;03h00;16.1;1013.8;98;15.8;4.3;7.2
29;5;18;06h00;16.2;1013.7;98;15.9;3;10.8
29;5;18;09h00;16.8;1014;88;14.8;19;14.4
29;5;18;12h00;19.5;1014;71;14.1;40;18
29;5;18;15h00;21.7;1013;64;14.6;25;14.4
29;5;18;18h00;20.2;1012.9;65;13.4;17;14.4
29;5;18;21h00;15.7;1014;86;13.4;13;3.6
30;5;18;00h00;14.1;1013.8;95;13.3;2.5;0
30;5;18;03h00;14.7;1013;93;13.6;4.7;0
30;5;18;06h00;15.1;1013.8;94;14.1;9;3.6
30;5;18;09h00;19.2;1014.1;71;13.8;19;3.6
30;5;18;12h00;21.4;1013.7;64;14.3;30;7.2
30;5;18;15h00;22.7;1013;59;14.3;35;10.8
30;5;18;18h00;21;1013.2;64;13.9;21;18
30;5;18;21h00;16.4;1015.5;86;14.1;23;7.2
31;5;18;00h00;15.1;1015.5;92;13.8;15;7.2
31;5;18;03h00;15.1;1015.5;93;14;10;3.6
31;5;18;06h00;15.9;1016.4;93;14.8;8;10.8
31;5;18;09h00;17.4;1017.5;88;15.4;35;14.4
31;5;18;12h00;18.9;1018.1;78;15;15;21.6
31;5;18;15h00;20.1;1018.1;72;14.9;45;18
31;5;18;18h00;18.9;1018.6;74;14.2;35;10.8
31;5;18;21h00;16.8;1020.3;84;14.1;29;7.2
1;6;18;00h00;15.6;1020.7;88;13.6;27;7.2
1;6;18;03h00;15.3;1020.2;90;13.7;17;3.6
1;6;18;06h00;16.4;1021.2;89;14.6;25;10.8
1;6;18;09h00;20.7;1021.3;68;14.6;25;10.8
1;6;18;12h00;22.1;1021;61;14.2;50;10.8
1;6;18;15h00;23.3;1019.6;59;14.8;45;14.4
1;6;18;18h00;23.2;1019.3;59;14.7;40;21.6
1;6;18;21h00;19.1;1020.5;75;14.6;60;10.8
2;6;18;00h00;16.4;1020.3;90;14.8;19;7.2
2;6;18;03h00;15.4;1019.3;91;13.9;17;7.2
2;6;18;06h00;16.6;1019.2;86;14.2;29;7.2
2;6;18;09h00;22.7;1019.1;63;15.3;40;7.2
2;6;18;12h00;25;1018;50;13.9;45;7.2
2;6;18;15h00;26.8;1016.2;45;13.9;30;14.4
2;6;18;18h00;26.1;1015.2;52;15.5;45;14.4
2;6;18;21h00;22.7;1015.9;63;15.3;55;3.6
3;6;18;00h00;19.5;1014.9;79;15.8;24;7.2
3;6;18;03h00;18.9;1014.6;85;16.3;40;7.2
3;6;18;06h00;19.2;1014.2;83;16.2;40;3.6
3;6;18;09h00;23.2;1014.1;59;14.7;35;10.8
3;6;18;12h00;25.8;1013.2;50;14.6;30;10.8
3;6;18;15h00;22.5;1011.9;62;14.9;50;7.2
3;6;18;18h00;21.3;1012.2;72;16;55;7.2
3;6;18;21h00;18.9;1013;90;17.2;8;10.8
4;6;18;00h00;18;1012.1;93;16.8;7;10.8
4;6;18;03h00;17.7;1011.6;94;16.7;9;3.6
4;6;18;06h00;17.5;1012;95;16.7;10;7.2
4;6;18;09h00;20.6;1012;79;16.8;4.8;21.6
4;6;18;12h00;22.9;1011.3;61;15;35;18
4;6;18;15h00;20.9;1011.2;75;16.3;30;10.8
4;6;18;18h00;20.3;1011.6;73;15.3;16;14.4
4;6;18;21h00;17.2;1013.2;82;14.1;55;7.2
5;6;18;00h00;16.3;1012.9;92;15;9;7.2
5;6;18;03h00;15.4;1012.5;96;14.8;1.3;0
5;6;18;06h00;15.7;1012.3;96;15.1;15;3.6
5;6;18;09h00;18.3;1012.4;78;14.4;45;10.8
5;6;18;12h00;18;1012.1;88;16;19;10.8
5;6;18;15h00;18.1;1011.4;83;15.2;45;21.6
5;6;18;18h00;17.8;1011.4;83;14.9;35;10.8
5;6;18;21h00;16.1;1012.7;95;15.3;18;10.8
6;6;18;00h00;15.9;1012.4;95;15.1;40;10.8
6;6;18;03h00;15.4;1011.7;97;14.9;9;10.8
6;6;18;06h00;15.6;1012.3;97;15.1;8;14.4
6;6;18;09h00;16.6;1013.5;94;15.6;10;21.6
6;6;18;12h00;19.4;1013.9;72;14.2;30;18
6;6;18;15h00;21.3;1013.8;63;14;20;21.6
6;6;18;18h00;18.8;1014.4;76;14.5;40;18
6;6;18;21h00;16.6;1016.1;90;15;30;7.2
7;6;18;00h00;14.9;1016.2;97;14.4;7;7.2
7;6;18;03h00;14.8;1015.8;97;14.3;8;3.6
7;6;18;06h00;15.4;1016.1;98;15.1;1.8;7.2
7;6;18;09h00;19.8;1016.6;73;14.8;14;14.4
7;6;18;12h00;22;1015.9;63;14.6;28;14.4
7;6;18;15h00;23.7;1014.7;64;16.5;45;10.8
7;6;18;18h00;23.1;1014.6;68;16.9;55;10.8
7;6;18;21h00;18.6;1015.6;82;15.5;40;7.2
8;6;18;00h00;16.7;1014.8;93;15.6;1.3;7.2
8;6;18;03h00;16;1014;96;15.4;1.2;3.6
8;6;18;06h00;18.4;1013.7;89;16.6;16;7.2
8;6;18;09h00;23.7;1013.3;62;16;27;10.8
8;6;18;12h00;25;1012.5;52;14.5;40;14.4
8;6;18;15h00;26.2;1010.9;49;14.6;50;14.4
8;6;18;18h00;25.6;1010.4;52;15;40;14.4
8;6;18;21h00;23.1;1011.1;63;15.7;60;10.8
9;6;18;00h00;21.6;1011;71;16.1;60;7.2
9;6;18;03h00;21;1010.6;74;16.2;55;10.8
9;6;18;06h00;19.8;1011;79;16.1;60;10.8
9;6;18;09h00;22.6;1012.1;63;15.2;45;14.4
9;6;18;12h00;19.9;1012.5;81;16.5;45;7.2
9;6;18;15h00;25.3;1011.7;54;15.3;35;14.4
9;6;18;18h00;21.9;1012;64;14.8;55;14.4
9;6;18;21h00;19;1012.4;80;15.5;40;10.8
10;6;18;00h00;17.5;1012.2;87;15.3;30;3.6
10;6;18;03h00;16;1011.2;92;14.7;35;7.2
10;6;18;06h00;17.4;1011.4;89;15.6;24;3.704
10;6;18;09h00;20.6;1012.3;76;16.2;35;7.2
10;6;18;12h00;22.5;1012.3;61;14.6;50;10.8
10;6;18;15h00;24;1011.1;55;14.4;35;10.8
10;6;18;18h00;23.9;1010.1;49;12.5;50;7.2
10;6;18;21h00;19.8;1011.1;78;15.9;50;14.4
11;6;18;00h00;17;1011.6;95;16.2;4.4;7.2
11;6;18;03h00;16.5;1010.5;97;16;7;14.4
11;6;18;06h00;16;1011.1;97;15.5;8;10.8
11;6;18;09h00;17.9;1011.9;84;15.2;35;7.2
11;6;18;12h00;18.2;1012.5;82;15.1;3.7;14.4
11;6;18;15h00;19.2;1012;69;13.4;45;18
11;6;18;18h00;19.4;1011.9;71;14;35;21.6
11;6;18;21h00;16.2;1012.8;90;14.6;35;10.8
12;6;18;00h00;15.2;1011.4;91;13.7;35;10.8
12;6;18;03h00;14.7;1009.4;96;14.1;10;14.4
12;6;18;06h00;14.7;1008.8;96;14.1;17;10.8
12;6;18;09h00;16.6;1010.3;88;14.6;40;7.2
12;6;18;12h00;19.7;1012.1;73;14.7;55;10.8
12;6;18;15h00;19.1;1012.6;90;17.4;7;18
12;6;18;18h00;18.6;1013.7;93;17.4;8;10.8
12;6;18;21h00;17.5;1015.8;92;16.2;30;10.8
13;6;18;00h00;17;1016.4;95;16.2;24;10.8
13;6;18;03h00;16.7;1017.3;91;15.2;35;10.8
13;6;18;06h00;17;1018.3;90;15.3;8;14.4
13;6;18;09h00;20.9;1018.9;70;15.2;15;10.8
13;6;18;12h00;21;1019.1;72;15.8;9;21.6
13;6;18;15h00;18.2;1019.1;87;16;13;3.6
13;6;18;18h00;20.6;1019;69;14.7;18;21.6
13;6;18;21h00;16.4;1020.2;89;14.6;11;10.8
14;6;18;00h00;15.1;1020.3;95;14.3;4.9;7.2
14;6;18;03h00;14.6;1019.4;96;14;1.8;7.2
14;6;18;06h00;15.4;1019.5;94;14.4;7;3.704
14;6;18;09h00;19.2;1019.7;74;14.5;35;7.408
14;6;18;12h00;20.6;1019.8;67;14.3;25;12.964
14;6;18;15h00;21.7;1019.2;57;12.8;45;18.52
14;6;18;18h00;20.3;1019.5;62;12.8;40;20.372
14;6;18;21h00;17.4;1020;77;13.3;50;5.556
15;6;18;00h00;16.3;1019.5;85;13.8;20;5.556
15;6;18;03h00;15.9;1018.6;88;13.9;17;3.704
15;6;18;06h00;15.5;1018.7;97;15;7;7.2
15;6;18;09h00;16.2;1019.2;94;15.2;3.2;10.8
15;6;18;12h00;18.9;1019;87;16.7;15;14.816
15;6;18;15h00;19;1018.9;91;17.5;10;10.8
15;6;18;18h00;20.2;1018.7;69;14.3;35;14.4
15;6;18;21h00;15.6;1019.8;84;12.9;30;7.2
16;6;18;00h00;12.9;1019.6;93;11.8;1.3;7.2
16;6;18;03h00;13.8;1019.1;84;11.1;27;7.2
16;6;18;06h00;15.3;1019.1;79;11.7;30;7.2
16;6;18;09h00;18.6;1020.1;64;11.7;45;14.4
16;6;18;12h00;19.9;1020.4;61;12.2;30;14.4
16;6;18;15h00;19.9;1020.4;62;12.4;45;18
16;6;18;18h00;19.2;1021.1;60;11.2;35;18
16;6;18;21h00;16.3;1022.4;73;11.4;55;3.6
17;6;18;00h00;15.5;1022.7;81;12.3;30;3.6
17;6;18;03h00;15.4;1022.6;83;12.5;35;7.2
17;6;18;06h00;16.4;1023.3;84;13.7;26;7.2
17;6;18;09h00;18.9;1024.1;72;13.7;50;14.4
17;6;18;12h00;21.7;1023.8;60;13.6;25;21.6
17;6;18;15h00;21.5;1024.2;57;12.6;40;25.2
17;6;18;18h00;19.9;1025;58;11.4;18;18
17;6;18;21h00;15.8;1025.9;76;11.6;40;7.2
18;6;18;00h00;15.7;1026;81;12.4;25;7.2
18;6;18;03h00;15.8;1025.5;87;13.6;29;3.6
18;6;18;06h00;16.1;1025.9;93;15;14;7.2
18;6;18;09h00;18;1026;94;17;1.4;3.6
18;6;18;12h00;22.2;1025.6;71;16.7;50;10.8
18;6;18;15h00;22.9;1025.5;67;16.4;35;10.8
18;6;18;18h00;21.2;1025.5;69;15.3;50;14.4
18;6;18;21h00;17.6;1026.5;82;14.5;40;7.2
19;6;18;00h00;15.4;1026.4;87;13.2;16;7.2
19;6;18;03h00;13.8;1026;95;13;18;0
19;6;18;06h00;15.7;1026.2;94;14.7;8;3.6
19;6;18;09h00;22.5;1025.1;65;15.6;30;7.2
19;6;18;12h00;25.2;1023.5;56;15.8;40;10.8
19;6;18;15h00;27.3;1022;52;16.6;35;14.4
19;6;18;18h00;27.6;1020.4;55;17.7;55;18
19;6;18;21h00;22.4;1020.5;78;18.4;40;3.6
20;6;18;00h00;19.6;1019.6;89;17.7;1.3;3.6
20;6;18;03h00;18.1;1018.7;95;17.3;0.1;3.6
20;6;18;06h00;21.2;1018.8;81;17.8;30;5.556
20;6;18;09h00;28.4;1018.7;57;19.1;35;3.704
20;6;18;12h00;30.9;1018;44;17.2;40;9.26
20;6;18;15h00;32.5;1017.1;42;17.9;19;7.2
20;6;18;18h00;31.5;1016.6;43;17.4;30;7.2
20;6;18;21h00;26;1018;70;20.1;29;3.6
21;6;18;00h00;22.1;1018.1;88;20;1.5;7.2
21;6;18;03h00;20.5;1017.7;95;19.7;3.2;10.8
21;6;18;06h00;20.8;1019.2;97;20.3;1.9;14.4
21;6;18;09h00;23.2;1019.4;86;20.7;12;10.8
21;6;18;12h00;27.7;1019.5;67;21;19;14.4
21;6;18;15h00;28.8;1019.3;67;22.1;12;18
21;6;18;18h00;29.3;1019;51;18.1;40;14.4
21;6;18;21h00;24.3;1020.9;68;18;50;14.4
22;6;18;00h00;20.9;1021.4;73;15.9;60;10.8
22;6;18;03h00;17.5;1022;67;11.3;60;14.4
22;6;18;06h00;16.5;1022.7;63;9.4;35;21.6
22;6;18;09h00;19.6;1023.2;56;10.6;45;22.224
22;6;18;12h00;23;1022.8;40;8.7;25;25.928
22;6;18;15h00;25.6;1022;31;7.2;26;21.6
22;6;18;18h00;24.3;1021.8;33;7;30;25.2
22;6;18;21h00;20.3;1023;47;8.6;60;14.4
23;6;18;00h00;17.5;1023.2;57;8.9;60;14.4
23;6;18;03h00;15.2;1022.8;65;8.7;60;10.8
23;6;18;06h00;16;1023.2;63;9;40;18
23;6;18;09h00;20.8;1023.1;46;8.8;35;21.6
23;6;18;12h00;24.5;1021.9;36;8.4;29;21.6
23;6;18;15h00;27.4;1020.3;31;8.8;40;18
23;6;18;18h00;26.4;1019.4;35;9.7;30;18
23;6;18;21h00;22.1;1020.5;48;10.6;60;14.4
24;6;18;00h00;18.9;1019.9;54;9.4;60;10.8
24;6;18;03h00;16.1;1019;65;9.5;60;10.8
24;6;18;06h00;16.4;1019.5;68;10.5;50;11.112
24;6;18;09h00;21.4;1019.7;55;12;45;12.964
24;6;18;12h00;25.9;1019;39;10.9;30;18.52
24;6;18;15h00;28.3;1018.1;34;10.9;30;18
24;6;18;18h00;26.4;1017.7;43;12.8;45;25.2
24;6;18;21h00;22.3;1019.2;53;12.3;55;18
25;6;18;00h00;19.3;1019.3;60;11.3;55;14.4
25;6;18;03h00;16.8;1018.6;67;10.6;40;14.4
25;6;18;06h00;18.1;1019;61;10.5;40;21.6
25;6;18;09h00;23.4;1019.2;42;9.8;35;18
25;6;18;12h00;26.7;1018.6;31;8.2;16;25.2
25;6;18;15h00;28.9;1017.8;32;10.5;40;21.6
25;6;18;18h00;28.3;1017.3;36;11.8;40;21.6
25;6;18;21h00;24;1018.6;51;13.2;60;18
26;6;18;00h00;20.9;1018.8;61;13.1;55;10.8
26;6;18;03h00;19.3;1018;66;12.8;55;14.4
26;6;18;06h00;20.1;1018.3;63;12.8;35;10.8
26;6;18;09h00;25.7;1018.1;48;13.9;50;7.2
26;6;18;12h00;29.2;1017.8;41;14.6;40;10.8
26;6;18;15h00;31.1;1016.8;30;11.5;45;18
26;6;18;18h00;30.8;1016.3;34;13.1;26;14.4
26;6;18;21h00;26.4;1017.2;45;13.5;55;10.8
27;6;18;00h00;22.5;1017.9;63;15.1;40;3.6
27;6;18;03h00;18.8;1017.7;78;14.9;35;0
27;6;18;06h00;20.6;1017.5;72;15.4;28;7.2
27;6;18;09h00;25.3;1018;70;19.4;24;14.4
27;6;18;12h00;27.9;1017.5;60;19.4;19;18
