Date UTC;HR (%)
05/08/11 18h00;79
05/08/11 21h00;92
06/08/11 00h00;98
06/08/11 03h00;99
06/08/11 06h00;100
06/08/11 09h00;88
06/08/11 12h00;64
06/08/11 15h00;80
06/08/11 18h00;84
06/08/11 21h00;84
07/08/11 00h00;83
07/08/11 03h00;95
07/08/11 06h00;99
07/08/11 09h00;67
07/08/11 12h00;43
07/08/11 15h00;33
07/08/11 18h00;50
07/08/11 21h00;74
08/08/11 00h00;75
08/08/11 03h00;79
08/08/11 06h00;75
08/08/11 09h00;70
08/08/11 12h00;52
08/08/11 15h00;55
08/08/11 18h00;63
08/08/11 21h00;81
09/08/11 00h00;89
09/08/11 03h00;94
09/08/11 06h00;93
09/08/11 09h00;69
09/08/11 12h00;61
09/08/11 15h00;41
09/08/11 18h00;54
09/08/11 21h00;78
10/08/11 00h00;91
10/08/11 03h00;99
10/08/11 06h00;100
10/08/11 09h00;60
10/08/11 12h00;40
10/08/11 15h00;33
10/08/11 18h00;31
10/08/11 21h00;65
11/08/11 00h00;87
11/08/11 03h00;96
11/08/11 06h00;97
11/08/11 09h00;45
11/08/11 12h00;32
11/08/11 15h00;34
11/08/11 18h00;41
11/08/11 21h00;76
12/08/11 00h00;89
12/08/11 03h00;98
12/08/11 06h00;99
12/08/11 09h00;65
12/08/11 12h00;43
12/08/11 15h00;29
12/08/11 18h00;60
12/08/11 21h00;92
13/08/11 00h00;98
13/08/11 03h00;90
13/08/11 06h00;90
13/08/11 09h00;64
13/08/11 12h00;45
13/08/11 15h00;39
13/08/11 18h00;57
13/08/11 21h00;84
14/08/11 00h00;97
14/08/11 03h00;97
14/08/11 06h00;99
14/08/11 09h00;97
14/08/11 12h00;96
14/08/11 15h00;68
14/08/11 18h00;78
14/08/11 21h00;90
15/08/11 00h00;96
15/08/11 03h00;97
15/08/11 06h00;100
15/08/11 09h00;95
15/08/11 12h00;95
15/08/11 15h00;73
15/08/11 18h00;67
15/08/11 21h00;90
16/08/11 00h00;96
16/08/11 03h00;99
16/08/11 06h00;100
16/08/11 09h00;75
16/08/11 12h00;50
16/08/11 15h00;40
16/08/11 18h00;59
16/08/11 21h00;78
17/08/11 00h00;90
17/08/11 03h00;91
17/08/11 06h00;84
17/08/11 09h00;55
17/08/11 12h00;43
17/08/11 15h00;63
17/08/11 18h00;78
17/08/11 21h00;88
18/08/11 00h00;86
18/08/11 03h00;87
18/08/11 06h00;91
18/08/11 09h00;80
18/08/11 12h00;68
18/08/11 15h00;61
18/08/11 18h00;68
18/08/11 21h00;86
19/08/11 00h00;90
19/08/11 03h00;95
19/08/11 06h00;97
19/08/11 09h00;80
19/08/11 12h00;65
19/08/11 15h00;51
19/08/11 18h00;57
19/08/11 21h00;79
20/08/11 00h00;90
20/08/11 03h00;97
20/08/11 06h00;99
20/08/11 09h00;68
20/08/11 12h00;47
20/08/11 15h00;38
20/08/11 18h00;39
20/08/11 21h00;67
21/08/11 00h00;86
21/08/11 03h00;84
21/08/11 06h00;90
21/08/11 09h00;61
21/08/11 12h00;43
21/08/11 15h00;21
21/08/11 18h00;29
21/08/11 21h00;61
22/08/11 00h00;83
22/08/11 03h00;95
22/08/11 06h00;96
22/08/11 09h00;84
22/08/11 12h00;76
22/08/11 15h00;59
22/08/11 18h00;69
22/08/11 21h00;87
23/08/11 00h00;98
23/08/11 03h00;97
23/08/11 06h00;99
23/08/11 09h00;83
23/08/11 12h00;64
23/08/11 15h00;56
23/08/11 18h00;67
23/08/11 21h00;86
24/08/11 00h00;97
24/08/11 03h00;100
24/08/11 06h00;100
24/08/11 09h00;91
24/08/11 12h00;80
24/08/11 15h00;73
24/08/11 18h00;78
24/08/11 21h00;89
25/08/11 00h00;93
25/08/11 03h00;91
25/08/11 06h00;98
25/08/11 09h00;73
25/08/11 12h00;70
25/08/11 15h00;62
25/08/11 18h00;66
25/08/11 21h00;82
26/08/11 00h00;92
26/08/11 03h00;96
26/08/11 06h00;86
26/08/11 09h00;98
26/08/11 12h00;55
26/08/11 15h00;58
26/08/11 18h00;92
26/08/11 21h00;93
27/08/11 00h00;92
27/08/11 03h00;92
27/08/11 06h00;95
27/08/11 09h00;66
27/08/11 12h00;52
27/08/11 15h00;43
27/08/11 18h00;48
27/08/11 21h00;83
28/08/11 00h00;99
28/08/11 03h00;100
28/08/11 06h00;100
28/08/11 09h00;66
28/08/11 12h00;45
28/08/11 15h00;35
28/08/11 18h00;51
28/08/11 21h00;77
29/08/11 00h00;83
29/08/11 03h00;90
29/08/11 06h00;96
29/08/11 09h00;56
29/08/11 12h00;45
29/08/11 15h00;39
29/08/11 18h00;47
29/08/11 21h00;68
30/08/11 00h00;58
30/08/11 03h00;64
30/08/11 06h00;83
30/08/11 09h00;59
30/08/11 12h00;41
30/08/11 15h00;40
30/08/11 18h00;46
30/08/11 21h00;58
31/08/11 00h00;68
31/08/11 03h00;79
31/08/11 06h00;79
31/08/11 09h00;64
31/08/11 12h00;59
31/08/11 15h00;42
31/08/11 18h00;41
31/08/11 21h00;66
01/09/11 00h00;93
01/09/11 03h00;89
01/09/11 06h00;95
01/09/11 09h00;89
01/09/11 12h00;73
01/09/11 15h00;74
01/09/11 18h00;64
01/09/11 21h00;91
02/09/11 00h00;95
02/09/11 03h00;90
02/09/11 06h00;96
02/09/11 09h00;65
02/09/11 12h00;46
02/09/11 15h00;41
02/09/11 18h00;49
02/09/11 21h00;60
03/09/11 00h00;79
03/09/11 03h00;100
03/09/11 06h00;100
03/09/11 09h00;95
03/09/11 12h00;92
03/09/11 15h00;82
03/09/11 18h00;89
03/09/11 21h00;93
04/09/11 00h00;99
04/09/11 03h00;98
04/09/11 06h00;99
04/09/11 09h00;83
04/09/11 12h00;76
04/09/11 15h00;61
04/09/11 18h00;61
04/09/11 21h00;79
05/09/11 00h00;88
05/09/11 03h00;96
05/09/11 06h00;99
05/09/11 09h00;70
05/09/11 12h00;53
05/09/11 15h00;39
05/09/11 18h00;49
05/09/11 21h00;79
06/09/11 00h00;90
06/09/11 03h00;91
06/09/11 06h00;91
06/09/11 09h00;71
06/09/11 12h00;51
06/09/11 15h00;45
06/09/11 18h00;57
06/09/11 21h00;87
07/09/11 00h00;97
07/09/11 03h00;98
07/09/11 06h00;96
07/09/11 09h00;97
07/09/11 12h00;100
07/09/11 15h00;100
07/09/11 18h00;100
07/09/11 21h00;100
08/09/11 00h00;100
08/09/11 03h00;100
08/09/11 06h00;100
08/09/11 09h00;95
08/09/11 12h00;83
08/09/11 15h00;91
08/09/11 18h00;89
08/09/11 21h00;96
09/09/11 00h00;100
09/09/11 03h00;100
09/09/11 06h00;100
09/09/11 09h00;93
09/09/11 12h00;69
09/09/11 15h00;50
09/09/11 18h00;52
09/09/11 21h00;83
10/09/11 00h00;84
10/09/11 03h00;79
10/09/11 06h00;88
10/09/11 09h00;96
10/09/11 12h00;71
10/09/11 15h00;53
10/09/11 18h00;78
10/09/11 21h00;93
11/09/11 00h00;97
11/09/11 03h00;98
11/09/11 06h00;100
11/09/11 09h00;83
11/09/11 12h00;69
11/09/11 15h00;73
11/09/11 18h00;80
11/09/11 21h00;95
12/09/11 00h00;100
12/09/11 03h00;100
12/09/11 06h00;100
12/09/11 09h00;80
12/09/11 12h00;59
12/09/11 15h00;50
12/09/11 18h00;66
12/09/11 21h00;92
13/09/11 00h00;100
13/09/11 03h00;100
13/09/11 06h00;100
13/09/11 09h00;78
13/09/11 12h00;57
13/09/11 15h00;61
13/09/11 18h00;83
13/09/11 21h00;87
14/09/11 00h00;86
14/09/11 03h00;92
14/09/11 06h00;99
14/09/11 09h00;79
14/09/11 12h00;48
14/09/11 15h00;40
14/09/11 18h00;49
14/09/11 21h00;68
15/09/11 00h00;79
15/09/11 03h00;86
15/09/11 06h00;91
15/09/11 09h00;58
15/09/11 12h00;61
15/09/11 15h00;42
15/09/11 18h00;50
15/09/11 21h00;77
16/09/11 00h00;79
16/09/11 03h00;81
16/09/11 06h00;84
16/09/11 09h00;75
16/09/11 12h00;44
16/09/11 15h00;64
16/09/11 18h00;79
16/09/11 21h00;89
17/09/11 00h00;88
17/09/11 03h00;95
17/09/11 06h00;99
17/09/11 09h00;81
17/09/11 12h00;93
17/09/11 15h00;83
17/09/11 18h00;78
17/09/11 21h00;88
18/09/11 00h00;100
18/09/11 03h00;94
18/09/11 06h00;94
18/09/11 09h00;80
18/09/11 12h00;49
18/09/11 15h00;64
18/09/11 18h00;65
18/09/11 21h00;92
19/09/11 00h00;95
19/09/11 03h00;97
19/09/11 06h00;99
19/09/11 09h00;86
19/09/11 12h00;71
19/09/11 15h00;54
19/09/11 18h00;70
19/09/11 21h00;88
20/09/11 00h00;99
20/09/11 03h00;100
20/09/11 06h00;100
20/09/11 09h00;78
20/09/11 12h00;55
20/09/11 15h00;53
20/09/11 18h00;59
20/09/11 21h00;87
21/09/11 00h00;97
21/09/11 03h00;100
21/09/11 06h00;100
21/09/11 09h00;76
21/09/11 12h00;60
21/09/11 15h00;47
21/09/11 18h00;60
21/09/11 21h00;86
22/09/11 00h00;96
22/09/11 03h00;100
22/09/11 06h00;100
22/09/11 09h00;80
22/09/11 12h00;57
22/09/11 15h00;52
22/09/11 18h00;70
22/09/11 21h00;86
23/09/11 00h00;89
23/09/11 03h00;95
23/09/11 06h00;100
23/09/11 09h00;73
23/09/11 12h00;48
23/09/11 15h00;45
23/09/11 18h00;58
23/09/11 21h00;82
24/09/11 00h00;84
24/09/11 03h00;88
24/09/11 06h00;88
24/09/11 09h00;97
24/09/11 12h00;96
24/09/11 15h00;84
24/09/11 18h00;82
24/09/11 21h00;98
25/09/11 00h00;100
25/09/11 03h00;100
25/09/11 06h00;100
25/09/11 09h00;82
25/09/11 12h00;60
25/09/11 15h00;49
25/09/11 18h00;64
25/09/11 21h00;93
26/09/11 00h00;100
26/09/11 03h00;100
26/09/11 06h00;100
26/09/11 09h00;71
26/09/11 12h00;41
26/09/11 15h00;31
26/09/11 18h00;43
26/09/11 21h00;79
27/09/11 00h00;84
27/09/11 03h00;96
27/09/11 06h00;100
27/09/11 09h00;61
27/09/11 12h00;39
27/09/11 15h00;36
27/09/11 18h00;45
27/09/11 21h00;69
28/09/11 00h00;79
28/09/11 03h00;90
28/09/11 06h00;87
28/09/11 09h00;59
28/09/11 12h00;38
28/09/11 15h00;29
28/09/11 18h00;39
28/09/11 21h00;64
29/09/11 00h00;84
29/09/11 03h00;100
29/09/11 06h00;100
29/09/11 09h00;87
29/09/11 12h00;48
29/09/11 15h00;32
29/09/11 18h00;45
29/09/11 21h00;75
30/09/11 00h00;65
30/09/11 03h00;66
30/09/11 06h00;80
30/09/11 09h00;46
30/09/11 12h00;33
30/09/11 15h00;26
30/09/11 18h00;41
30/09/11 21h00;77
01/10/11 00h00;59
01/10/11 03h00;73
01/10/11 06h00;75
01/10/11 09h00;47
01/10/11 12h00;38
01/10/11 15h00;29
01/10/11 18h00;40
01/10/11 21h00;71
02/10/11 00h00;69
02/10/11 03h00;81
02/10/11 06h00;96
02/10/11 09h00;50
02/10/11 12h00;29
02/10/11 15h00;19
02/10/11 18h00;40
02/10/11 21h00;69
03/10/11 00h00;83
03/10/11 03h00;90
03/10/11 06h00;96
03/10/11 09h00;51
03/10/11 12h00;26
03/10/11 15h00;25
03/10/11 18h00;35
03/10/11 21h00;73
04/10/11 00h00;89
04/10/11 03h00;100
04/10/11 06h00;100
04/10/11 09h00;95
04/10/11 12h00;64
04/10/11 15h00;60
04/10/11 18h00;80
04/10/11 21h00;94
05/10/11 00h00;100
05/10/11 03h00;100
05/10/11 06h00;100
05/10/11 09h00;78
05/10/11 12h00;62
05/10/11 15h00;47
05/10/11 18h00;60
05/10/11 21h00;87
06/10/11 00h00;98
06/10/11 03h00;100
06/10/11 06h00;100
06/10/11 09h00;89
06/10/11 12h00;80
06/10/11 15h00;81
06/10/11 18h00;94
06/10/11 21h00;75
07/10/11 00h00;82
07/10/11 03h00;90
07/10/11 06h00;76
07/10/11 09h00;66
07/10/11 12h00;57
07/10/11 15h00;71
07/10/11 18h00;91
07/10/11 21h00;85
08/10/11 00h00;99
08/10/11 03h00;99
08/10/11 06h00;100
08/10/11 09h00;94
08/10/11 12h00;56
08/10/11 15h00;55
08/10/11 18h00;68
08/10/11 21h00;76
09/10/11 00h00;88
09/10/11 03h00;95
09/10/11 06h00;97
09/10/11 09h00;68
09/10/11 12h00;68
09/10/11 15h00;86
09/10/11 18h00;100
09/10/11 21h00;100
10/10/11 00h00;100
10/10/11 03h00;100
10/10/11 06h00;100
10/10/11 09h00;96
10/10/11 12h00;82
10/10/11 15h00;83
10/10/11 18h00;91
10/10/11 21h00;99
11/10/11 00h00;100
11/10/11 03h00;100
11/10/11 06h00;98
11/10/11 09h00;98
11/10/11 12h00;90
11/10/11 15h00;70
11/10/11 18h00;81
11/10/11 21h00;96
12/10/11 00h00;100
12/10/11 03h00;100
12/10/11 06h00;100
12/10/11 09h00;96
12/10/11 12h00;76
12/10/11 15h00;65
12/10/11 18h00;79
12/10/11 21h00;91
13/10/11 00h00;100
13/10/11 03h00;100
13/10/11 06h00;100
13/10/11 09h00;64
13/10/11 12h00;49
13/10/11 15h00;46
13/10/11 18h00;57
13/10/11 21h00;74
14/10/11 00h00;88
14/10/11 03h00;96
14/10/11 06h00;99
14/10/11 09h00;77
14/10/11 12h00;50
14/10/11 15h00;45
14/10/11 18h00;66
14/10/11 21h00;85
15/10/11 00h00;97
15/10/11 03h00;100
15/10/11 06h00;100
15/10/11 09h00;73
15/10/11 12h00;50
15/10/11 15h00;40
15/10/11 18h00;61
15/10/11 21h00;87
16/10/11 00h00;95
16/10/11 03h00;98
16/10/11 06h00;99
16/10/11 09h00;77
16/10/11 12h00;52
16/10/11 15h00;46
16/10/11 18h00;70
16/10/11 21h00;95
17/10/11 00h00;100
17/10/11 03h00;100
17/10/11 06h00;100
17/10/11 09h00;100
17/10/11 12h00;54
17/10/11 15h00;42
17/10/11 18h00;67
17/10/11 21h00;88
18/10/11 00h00;80
18/10/11 03h00;70
18/10/11 06h00;85
18/10/11 09h00;93
18/10/11 12h00;63
18/10/11 15h00;64
18/10/11 18h00;77
18/10/11 21h00;87
19/10/11 00h00;84
19/10/11 03h00;100
19/10/11 06h00;100
19/10/11 09h00;92
19/10/11 12h00;61
19/10/11 15h0019/10/11 18h00;72
19/10/11 21h00;87
20/10/11 00h00;98
20/10/11 03h00;99
20/10/11 06h00;100
20/10/11 09h00;77
20/10/11 12h00;49
20/10/11 15h00;41
20/10/11 18h00;61
20/10/11 21h00;90
21/10/11 00h00;98
21/10/11 03h00;99
21/10/11 06h00;99
21/10/11 09h00;74
21/10/11 12h00;46
21/10/11 15h00;38
21/10/11 18h00;58
21/10/11 21h00;78
22/10/11 00h00;89
22/10/11 03h00;84
22/10/11 06h00;95
22/10/11 09h00;71
22/10/11 12h00;44
22/10/11 15h00;32
22/10/11 18h00;61
22/10/11 21h00;74
23/10/11 00h00;84
23/10/11 03h00;97
23/10/11 06h00;98
23/10/11 09h00;83
23/10/11 12h00;49
23/10/11 15h00;40
23/10/11 18h00;51
23/10/11 21h00;69
24/10/11 00h00;88
24/10/11 03h00;89
24/10/11 06h00;86
24/10/11 09h00;81
24/10/11 12h00;95
24/10/11 15h00;100
24/10/11 18h00;100
24/10/11 21h00;97
25/10/11 00h00;97
25/10/11 03h00;100
25/10/11 06h00;100
25/10/11 09h00;89
25/10/11 12h00;89
25/10/11 15h00;79
25/10/11 18h00;84
25/10/11 21h00;99
26/10/11 00h00;100
26/10/11 03h00;96
26/10/11 06h00;98
26/10/11 09h00;76
26/10/11 12h00;53
26/10/11 15h00;46
26/10/11 18h00;57
26/10/11 21h00;61
27/10/11 00h00;72
27/10/11 03h00;74
27/10/11 06h00;66
27/10/11 09h00;87
27/10/11 12h00;90
27/10/11 15h00;88
27/10/11 18h00;93
27/10/11 21h00;95
28/10/11 00h00;100
28/10/11 03h00;100
28/10/11 06h00;100
28/10/11 09h00;100
28/10/11 12h00;78
28/10/11 15h00;71
28/10/11 18h00;91
28/10/11 21h00;93
29/10/11 00h00;99
29/10/11 03h00;100
29/10/11 06h00;100
29/10/11 09h00;97
29/10/11 12h00;83
29/10/11 15h00;78
29/10/11 18h00;88
29/10/11 21h00;100
30/10/11 00h00;100
30/10/11 03h00;100
30/10/11 06h00;100
30/10/11 09h00;100
30/10/11 12h00;88
30/10/11 15h00;56
30/10/11 18h00;89
30/10/11 21h00;100
31/10/11 00h00;100
31/10/11 03h00;100
31/10/11 06h00;100
31/10/11 09h00;93
31/10/11 12h00;72
31/10/11 15h00;67
31/10/11 18h00;83
31/10/11 21h00;81
01/11/11 00h00;94
01/11/11 03h00;94
01/11/11 06h00;100
01/11/11 09h00;100
01/11/11 12h00;79
01/11/11 15h00;59
01/11/11 18h00;87
01/11/11 21h00;98
02/11/11 00h00;95
02/11/11 03h00;93
02/11/11 06h00;99
02/11/11 09h00;92
02/11/11 12h00;79
02/11/11 15h00;74
02/11/11 18h00;76
02/11/11 21h00;81
03/11/11 00h00;91
03/11/11 03h00;91
03/11/11 06h00;91
03/11/11 09h00;92
03/11/11 12h00;83
03/11/11 15h00;94
03/11/11 18h00;99
03/11/11 21h00;91
04/11/11 00h00;92
04/11/11 03h00;90
04/11/11 06h00;94
04/11/11 09h00;92
04/11/11 12h00;77
04/11/11 15h00;76
04/11/11 18h00;85
04/11/11 21h00;92
05/11/11 00h00;99
05/11/11 03h00;100
05/11/11 06h00;100
05/11/11 09h00;100
05/11/11 12h00;95
05/11/11 15h00;89
05/11/11 18h00;92
05/11/11 21h00;98
06/11/11 00h00;97
06/11/11 03h00;99
06/11/11 06h00;100
06/11/11 09h00;100
06/11/11 12h00;100
06/11/11 15h00;99
06/11/11 18h00;98
06/11/11 21h00;96
07/11/11 00h00;95
07/11/11 03h00;97
07/11/11 06h00;94
07/11/11 09h00;93
07/11/11 12h00;86
07/11/11 15h00;88
07/11/11 18h00;92
07/11/11 21h00;97
08/11/11 00h00;99
08/11/11 03h00;100
08/11/11 06h00;100
08/11/11 09h00;100
08/11/11 12h00;83
08/11/11 15h00;75
08/11/11 18h00;84
08/11/11 21h00;84
09/11/11 00h00;94
09/11/11 03h00;97
09/11/11 06h00;97
09/11/11 09h00;85
09/11/11 12h00;62
09/11/11 15h00;59
09/11/11 18h00;76
09/11/11 21h00;77
10/11/11 00h00;78
10/11/11 03h00;81
10/11/11 06h00;90
10/11/11 09h00;89
10/11/11 12h00;75
10/11/11 15h00;76
10/11/11 18h00;88
10/11/11 21h00;93
11/11/11 00h00;92
11/11/11 03h00;94
11/11/11 06h00;96
11/11/11 09h00;86
11/11/11 12h00;62
11/11/11 15h00;59
11/11/11 18h00;75
11/11/11 21h00;76
12/11/11 00h00;86
12/11/11 03h00;92
12/11/11 06h00;96
12/11/11 09h00;85
12/11/11 12h00;69
12/11/11 15h00;61
12/11/11 18h00;72
12/11/11 21h00;79
13/11/11 00h00;87
13/11/11 03h00;91
13/11/11 06h00;91
13/11/11 09h00;86
13/11/11 12h00;67
13/11/11 15h00;67
13/11/11 18h00;69
13/11/11 21h00;61
14/11/11 00h00;72
14/11/11 03h00;71
14/11/11 06h00;70
14/11/11 09h00;68
14/11/11 12h00;60
14/11/11 15h00;60
14/11/11 18h00;71
14/11/11 21h00;75
15/11/11 00h00;79
15/11/11 03h00;84
15/11/11 06h00;87
15/11/11 09h00;87
15/11/11 12h00;69
15/11/11 15h00;69
15/11/11 18h00;81
15/11/11 21h00;89
16/11/11 00h00;95
16/11/11 03h00;93
16/11/11 06h00;92
16/11/11 09h00;86
16/11/11 12h00;65
16/11/11 15h00;73
16/11/11 18h00;93
16/11/11 21h00;95
17/11/11 00h00;95
17/11/11 03h00;96
17/11/11 06h00;97
17/11/11 09h00;95
17/11/11 12h00;63
17/11/11 15h00;61
17/11/11 18h00;81
17/11/11 21h00;92
18/11/11 00h00;97
18/11/11 03h00;96
18/11/11 06h00;97
18/11/11 09h00;89
18/11/11 12h00;68
18/11/11 15h00;66
18/11/11 18h00;79
18/11/11 21h00;80
19/11/11 00h00;88
19/11/11 03h00;86
19/11/11 06h00;91
19/11/11 09h00;83
19/11/11 12h00;66
19/11/11 15h00;62
19/11/11 18h00;80
19/11/11 21h00;86
20/11/11 00h00;83
20/11/11 03h00;84
20/11/11 06h00;84
20/11/11 09h00;79
20/11/11 12h00;69
20/11/11 15h00;68
20/11/11 18h00;89
20/11/11 21h00;94
21/11/11 00h00;91
21/11/11 03h00;93
21/11/11 06h00;94
21/11/11 09h00;88
21/11/11 12h00;72
21/11/11 15h00;69
21/11/11 18h00;88
21/11/11 21h00;96
22/11/11 00h00;95
22/11/11 03h00;95
22/11/11 06h00;95
22/11/11 09h00;84
22/11/11 12h00;62
22/11/11 15h00;57
22/11/11 18h00;72
22/11/11 21h00;82
23/11/11 00h00;87
23/11/11 03h00;91
23/11/11 06h00;95
23/11/11 09h00;90
23/11/11 12h00;69
23/11/11 15h00;71
23/11/11 18h00;88
23/11/11 21h00;90
24/11/11 00h00;95
24/11/11 03h00;95
24/11/11 06h00;97
24/11/11 09h00;100
24/11/11 12h00;96
24/11/11 15h00;81
24/11/11 18h00;93
24/11/11 21h00;99
25/11/11 00h00;99
25/11/11 03h00;100
25/11/11 06h00;100
25/11/11 09h00;100
25/11/11 12h00;98
25/11/11 15h00;96
25/11/11 18h00;99
25/11/11 21h00;100
26/11/11 00h00;100
26/11/11 03h00;100
26/11/11 06h00;100
26/11/11 09h00;100
26/11/11 12h00;97
26/11/11 15h00;89
26/11/11 18h00;95
26/11/11 21h00;99
27/11/11 00h00;100
27/11/11 03h00;100
27/11/11 06h00;100
27/11/11 09h00;100
27/11/11 12h00;93
27/11/11 15h00;87
27/11/11 18h00;94
27/11/11 21h00;96
28/11/11 00h00;96
28/11/11 03h00;96
28/11/11 06h00;96
28/11/11 09h00;94
28/11/11 12h00;90
28/11/11 15h00;81
28/11/11 18h00;75
28/11/11 21h00;84
29/11/11 00h00;90
29/11/11 03h00;95
29/11/11 06h00;98
29/11/11 09h00;87
29/11/11 12h00;65
29/11/11 15h00;62
29/11/11 18h00;79
29/11/11 21h00;95
30/11/11 00h00;87
30/11/11 03h00;91
30/11/11 06h00;97
30/11/11 09h00;86
30/11/11 12h00;62
30/11/11 15h00;56
30/11/11 18h00;78
30/11/11 21h00;86
01/12/11 00h00;85
01/12/11 03h00;89
01/12/11 06h00;88
01/12/11 09h00;73
01/12/11 12h00;50
01/12/11 15h00;41
01/12/11 18h00;56
01/12/11 21h00;50
02/12/11 00h00;54
02/12/11 03h00;87
02/12/11 06h00;93
02/12/11 09h00;95
02/12/11 12h00;77
02/12/11 15h00;66
02/12/11 18h00;82
02/12/11 21h00;93
03/12/11 00h00;96
03/12/11 03h00;93
03/12/11 06h00;88
03/12/11 09h00;91
03/12/11 12h00;84
03/12/11 15h00;94
03/12/11 18h00;97
03/12/11 21h00;95
04/12/11 00h00;94
04/12/11 03h00;96
04/12/11 06h00;96
04/12/11 09h00;95
04/12/11 12h00;95
04/12/11 15h00;92
04/12/11 18h00;94
04/12/11 21h00;95
05/12/11 00h00;93
05/12/11 03h00;91
05/12/11 06h00;88
05/12/11 09h00;90
05/12/11 12h00;75
05/12/11 15h00;74
05/12/11 18h00;85
05/12/11 21h00;95
06/12/11 00h00;95
06/12/11 03h00;94
06/12/11 06h00;96
06/12/11 09h00;93
06/12/11 12h00;86
06/12/11 15h00;85
06/12/11 18h00;94
06/12/11 21h00;92
07/12/11 00h00;91
07/12/11 03h00;79
07/12/11 06h00;83
07/12/11 09h00;71
07/12/11 12h00;74
07/12/11 15h00;89
07/12/11 18h00;92
07/12/11 21h00;90
08/12/11 00h00;88
08/12/11 03h00;90
08/12/11 06h00;91
08/12/11 09h00;89
08/12/11 12h00;75
08/12/11 15h00;86
08/12/11 18h00;91
08/12/11 21h00;94
09/12/11 00h00;92
09/12/11 03h00;96
09/12/11 06h00;96
09/12/11 09h00;96
09/12/11 12h00;86
09/12/11 15h00;91
09/12/11 18h00;92
09/12/11 21h00;92
10/12/11 00h00;92
10/12/11 03h00;92
10/12/11 06h00;93
10/12/11 09h00;87
10/12/11 12h00;76
10/12/11 15h00;64
10/12/11 18h00;89
10/12/11 21h00;95
11/12/11 00h00;95
11/12/11 03h00;90
11/12/11 06h00;94
11/12/11 09h00;90
11/12/11 12h00;73
11/12/11 15h00;82
11/12/11 18h00;94
11/12/11 21h00;96
12/12/11 00h00;94
12/12/11 03h00;93
12/12/11 06h00;89
12/12/11 09h00;80
12/12/11 12h00;79
12/12/11 15h00;65
12/12/11 18h00;83
12/12/11 21h00;90
13/12/11 00h00;82
13/12/11 03h00;80
13/12/11 06h00;80
13/12/11 09h00;77
13/12/11 12h00;72
13/12/11 15h00;90
13/12/11 18h00;94
13/12/11 21h00;95
14/12/11 00h00;97
14/12/11 03h00;93
14/12/11 06h00;73
14/12/11 09h00;71
14/12/11 12h00;58
14/12/11 15h00;71
14/12/11 18h00;84
14/12/11 21h00;88
15/12/11 00h00;85
15/12/11 03h00;77
15/12/11 06h00;80
15/12/11 09h00;84
15/12/11 12h00;70
15/12/11 15h00;86
15/12/11 18h00;91
15/12/11 21h00;72
16/12/11 00h00;87
16/12/11 03h00;66
16/12/11 06h00;74
16/12/11 09h00;94
16/12/11 12h00;93
16/12/11 15h00;76
16/12/11 18h00;65
16/12/11 21h00;75
17/12/11 00h00;71
17/12/11 03h00;89
17/12/11 06h00;91
17/12/11 09h00;83
17/12/11 12h00;85
17/12/11 15h00;85
17/12/11 18h00;93
17/12/11 21h00;89
18/12/11 00h00;89
18/12/11 03h00;88
18/12/11 06h00;94
18/12/11 09h00;92
18/12/11 12h00;67
18/12/11 15h00;58
18/12/11 18h00;81
18/12/11 21h00;93
19/12/11 00h00;91
19/12/11 03h00;93
19/12/11 06h00;97
19/12/11 09h00;95
19/12/11 12h00;72
19/12/11 15h00;79
19/12/11 18h00;94
19/12/11 21h00;95
20/12/11 00h00;96
20/12/11 03h00;97
20/12/11 06h00;92
20/12/11 09h00;92
20/12/11 12h00;89
20/12/11 15h00;82
20/12/11 18h00;80
20/12/11 21h00;86
21/12/11 00h00;96
21/12/11 03h00;94
21/12/11 06h00;94
21/12/11 09h00;97
21/12/11 12h00;93
21/12/11 15h00;85
21/12/11 18h00;83
21/12/11 21h00;97
22/12/11 00h00;96
22/12/11 03h00;98
22/12/11 06h00;96
22/12/11 09h00;93
22/12/11 12h00;82
22/12/11 15h00;78
22/12/11 18h00;92
22/12/11 21h00;99
23/12/11 00h00;96
23/12/11 03h00;96
23/12/11 06h00;98
23/12/11 09h00;100
23/12/11 12h00;96
23/12/11 15h00;91
23/12/11 18h00;97
23/12/11 21h00;87
24/12/11 00h00;85
24/12/11 03h00;90
24/12/11 06h00;97
24/12/11 09h00;97
24/12/11 12h00;61
24/12/11 15h00;59
24/12/11 18h00;87
24/12/11 21h00;93
25/12/11 00h00;95
25/12/11 03h00;96
25/12/11 06h00;97
25/12/11 09h00;96
25/12/11 12h00;69
25/12/11 15h00;62
25/12/11 18h00;90
25/12/11 21h00;96
26/12/11 00h00;94
26/12/11 03h00;96
26/12/11 06h00;95
26/12/11 09h00;96
26/12/11 12h00;69
26/12/11 15h00;68
26/12/11 18h00;79
26/12/11 21h00;91
27/12/11 00h00;92
27/12/11 03h00;97
27/12/11 06h00;97
27/12/11 09h00;98
27/12/11 12h00;70
27/12/11 15h00;63
27/12/11 18h00;85
27/12/11 21h00;93
28/12/11 00h00;95
28/12/11 03h00;99
28/12/11 06h00;100
28/12/11 09h00;100
28/12/11 12h00;90
28/12/11 15h00;84
28/12/11 18h00;92
28/12/11 21h00;90
29/12/11 00h00;87
29/12/11 03h00;91
29/12/11 06h00;96
